alto_cm,categoria_Escultura,categoria_Pintura,categoria_Ilustración,categoria_Fotografía,peso_kg,material_Tabla de madera,ancho_cm,tecnica_Técnica mixta,es_original,con_certificado,material_Lienzo,precio_base
35.1,0,0,1,0,0.17,0,26.0,0,1,0,0,1950.0
37.0,0,0,1,0,0.2,0,35.8,0,1,1,0,2250.0
32.7,0,0,1,0,0.58,0,29.2,0,1,0,0,2350.0
42.0,0,0,1,0,0.36,0,49.0,0,1,1,0,2550.0
52.8,0,0,1,0,0.42,0,61.1,0,0,0,0,2050.0
34.0,0,0,1,0,0.48,0,32.7,0,1,1,0,2300.0
49.7,0,0,1,0,0.58,0,50.8,0,1,1,0,2750.0
27.4,0,0,1,0,0.11,0,36.8,0,1,0,0,2300.0
36.4,0,0,1,0,0.4,0,32.9,0,1,0,0,2000.0
43.3,0,0,1,0,0.26,0,40.8,0,0,0,0,1900.0
25.0,0,0,1,0,0.18,0,29.1,0,1,1,0,2350.0
45.0,0,0,1,0,0.14,0,46.9,0,1,1,0,2700.0
47.3,0,0,1,0,0.58,0,63.0,0,1,1,0,2650.0
21.4,0,0,1,0,0.2,0,48.6,0,1,1,0,2550.0
27.4,0,0,1,0,0.29,0,29.5,0,1,0,0,2400.0
55.4,0,0,1,0,0.18,0,49.1,0,1,0,0,2600.0
53.5,0,0,1,0,0.29,0,37.1,0,1,1,0,2350.0
30.9,0,0,1,0,0.57,0,35.5,0,0,0,0,1850.0
46.1,0,0,1,0,0.54,0,43.2,0,1,1,0,2300.0
49.9,0,0,1,0,0.59,0,41.5,0,1,1,0,2400.0
44.8,0,0,1,0,0.6,0,57.4,0,1,0,0,2600.0
33.4,0,0,1,0,0.46,0,61.1,0,1,1,0,2850.0
33.0,0,0,1,0,0.4,0,42.3,0,0,0,0,1900.0
50.6,0,0,1,0,0.59,0,47.9,0,0,0,0,2150.0
46.6,0,0,1,0,0.49,0,52.4,0,1,1,0,2800.0
43.1,0,0,1,0,0.52,0,43.1,0,0,0,0,1850.0
54.0,0,0,1,0,0.11,0,51.5,0,1,1,0,3000.0
42.1,0,0,1,0,0.44,0,28.8,0,1,0,0,1900.0
29.1,0,0,1,0,0.36,0,29.7,0,1,0,0,2100.0
47.9,0,0,1,0,0.55,0,57.3,0,0,0,0,1950.0
25.0,0,0,1,0,0.57,0,54.6,0,1,0,0,1950.0
35.7,0,0,1,0,0.13,0,53.1,0,1,0,0,2550.0
36.1,0,0,1,0,0.29,0,64.9,0,1,1,0,2650.0
33.4,0,0,1,0,0.11,0,45.4,0,1,1,0,2550.0
37.2,0,0,1,0,0.29,0,29.0,0,1,0,0,1900.0
50.2,0,0,1,0,0.21,0,39.5,0,1,1,0,2750.0
43.3,0,0,1,0,0.18,0,55.2,0,1,1,0,2450.0
43.4,0,0,1,0,0.27,0,64.5,0,0,0,0,2350.0
36.9,0,0,1,0,0.34,0,28.6,0,1,0,0,2000.0
32.5,0,0,1,0,0.51,0,37.3,0,1,0,0,2300.0
45.7,0,0,1,0,0.2,0,47.1,0,1,0,0,2300.0
28.8,0,0,1,0,0.24,0,44.4,0,1,0,0,2000.0
36.4,0,0,1,0,0.39,0,64.6,0,1,0,0,2400.0
26.5,0,0,1,0,0.5,0,39.5,0,1,0,0,2050.0
20.4,0,0,1,0,0.41,0,38.5,0,1,0,0,2050.0
47.4,0,0,1,0,0.58,0,31.9,0,1,0,0,2200.0
28.7,0,0,1,0,0.55,0,49.4,0,0,0,0,1800.0
50.5,0,0,1,0,0.32,0,41.3,0,1,0,0,2150.0
38.0,0,0,1,0,0.52,0,49.6,0,1,1,0,2650.0
29.0,0,0,1,0,0.22,0,36.6,0,1,0,0,2050.0
50.5,0,0,1,0,0.28,0,64.2,0,0,0,0,2000.0
25.1,0,0,1,0,0.54,0,42.4,0,1,0,0,2550.0
53.9,0,0,1,0,0.22,0,60.8,0,0,0,0,1900.0
25.5,0,0,1,0,0.22,0,62.3,0,1,0,0,2050.0
28.7,0,0,1,0,0.28,0,49.4,0,0,0,0,2000.0
20.0,0,0,1,0,0.5,0,43.4,0,1,1,0,2300.0
47.1,0,0,1,0,0.3,0,45.9,0,1,0,0,2350.0
20.9,0,0,1,0,0.48,0,44.5,0,1,0,0,2400.0
52.4,0,0,1,0,0.23,0,61.1,0,1,0,0,2450.0
32.6,0,0,1,0,0.54,0,61.4,0,0,0,0,2000.0
31.2,0,0,1,0,0.11,0,45.3,0,1,0,0,2250.0
42.4,0,0,1,0,0.13,0,36.4,0,1,1,0,2700.0
25.2,0,0,1,0,0.2,0,55.5,0,1,1,0,2150.0
55.7,0,0,1,0,0.6,0,33.4,0,1,1,0,2650.0
42.2,0,0,1,0,0.53,0,64.2,0,0,0,0,2050.0
49.0,0,0,1,0,0.22,0,56.1,0,0,0,0,2200.0
22.9,0,0,1,0,0.34,0,31.5,0,0,0,0,1850.0
24.3,0,0,1,0,0.54,0,34.4,0,1,0,0,2200.0
50.7,0,0,1,0,0.14,0,29.0,0,1,1,0,2800.0
24.8,0,0,1,0,0.28,0,64.3,0,1,0,0,2250.0
49.6,0,0,1,0,0.18,0,32.7,0,1,0,0,2250.0
25.7,0,0,1,0,0.36,0,56.0,0,1,1,0,2600.0
35.0,0,0,1,0,0.5,0,62.2,0,0,0,0,1850.0
24.5,0,0,1,0,0.24,0,53.9,0,1,1,0,2400.0
52.2,0,0,1,0,0.28,0,51.2,0,1,1,0,2900.0
24.8,0,0,1,0,0.58,0,38.1,0,1,1,0,2400.0
28.6,0,0,1,0,0.58,0,49.2,0,0,0,0,1850.0
37.4,0,0,1,0,0.35,0,58.0,0,1,1,0,2650.0
36.4,0,0,1,0,0.37,0,53.8,0,1,0,0,2500.0
53.2,0,0,1,0,0.21,0,58.4,0,1,0,0,2800.0
28.6,0,0,1,0,0.12,0,25.1,0,1,0,0,2200.0
48.1,0,0,1,0,0.56,0,59.2,0,1,0,0,2450.0
26.1,0,0,1,0,0.23,0,36.7,0,1,0,0,2200.0
50.7,0,0,1,0,0.22,0,25.1,0,0,0,0,1800.0
37.3,0,0,1,0,0.49,0,49.6,0,1,1,0,2700.0
25.2,0,0,1,0,0.51,0,31.4,0,1,0,0,1800.0
26.8,0,0,1,0,0.49,0,50.5,0,1,1,0,2750.0
27.2,0,0,1,0,0.33,0,26.7,0,1,1,0,2400.0
41.3,0,0,1,0,0.38,0,43.9,0,1,0,0,2450.0
53.8,0,0,1,0,0.6,0,51.6,0,1,0,0,2600.0
20.8,0,0,1,0,0.26,0,64.3,0,1,0,0,2300.0
41.0,0,0,1,0,0.12,0,28.2,0,1,0,0,1900.0
23.6,0,0,1,0,0.57,0,41.1,0,1,0,0,2350.0
39.5,0,0,1,0,0.4,0,35.6,0,1,0,0,2500.0
26.1,0,0,1,0,0.53,0,63.3,0,1,0,0,2400.0
27.6,0,0,1,0,0.2,0,51.7,0,1,1,0,2650.0
20.1,0,0,1,0,0.4,0,29.6,0,1,0,0,2300.0
46.3,0,0,1,0,0.17,0,52.4,0,1,0,0,2550.0
46.1,0,0,1,0,0.53,0,56.4,0,1,0,0,2650.0
37.6,0,0,1,0,0.32,0,63.0,0,1,0,0,2600.0
37.3,0,0,1,0,0.17,0,42.5,0,0,0,0,2150.0
44.8,0,0,1,0,0.43,0,35.9,0,0,0,0,1800.0
42.6,0,0,1,0,0.1,0,64.1,0,0,0,0,1900.0
29.0,0,0,1,0,0.39,0,57.2,0,1,0,0,2150.0
37.0,0,0,1,0,0.27,0,34.6,0,1,0,0,2150.0
23.7,0,0,1,0,0.37,0,64.6,0,1,1,0,2400.0
53.2,0,0,1,0,0.15,0,49.5,0,1,0,0,2400.0
53.3,0,0,1,0,0.6,0,44.6,0,0,0,0,1850.0
24.8,0,0,1,0,0.43,0,43.4,0,1,1,0,2250.0
50.0,0,0,1,0,0.29,0,31.4,0,1,1,0,2500.0
29.6,0,0,1,0,0.38,0,45.8,0,1,0,0,2600.0
53.4,0,0,1,0,0.16,0,60.0,0,1,0,0,2850.0
39.4,0,0,1,0,0.16,0,34.3,0,0,0,0,1900.0
32.0,0,0,1,0,0.19,0,30.4,0,1,0,0,1950.0
46.6,0,0,1,0,0.18,0,37.9,0,1,0,0,2650.0
25.9,0,0,1,0,0.42,0,54.7,0,1,0,0,2150.0
45.9,0,0,1,0,0.26,0,64.5,0,1,0,0,2400.0
25.4,0,0,1,0,0.24,0,58.0,0,1,1,0,2450.0
23.2,0,0,1,0,0.24,0,54.0,0,1,1,0,2600.0
46.3,0,0,1,0,0.12,0,47.1,0,1,0,0,2450.0
39.7,0,0,1,0,0.54,0,43.9,0,1,1,0,2500.0
46.1,0,0,1,0,0.42,0,45.9,0,1,1,0,2700.0
31.1,0,0,1,0,0.14,0,56.1,0,0,0,0,2200.0
48.4,0,0,1,0,0.28,0,53.8,0,1,1,0,2750.0
47.8,0,0,1,0,0.28,0,54.2,0,1,0,0,2400.0
34.2,0,0,1,0,0.17,0,33.9,0,1,1,0,2600.0
36.6,0,0,1,0,0.3,0,45.0,0,1,0,0,2150.0
50.2,0,0,1,0,0.11,0,46.0,0,1,1,0,2950.0
34.1,0,0,1,0,0.27,0,49.4,0,0,0,0,1800.0
28.3,0,0,1,0,0.27,0,46.2,0,1,1,0,2700.0
32.8,0,0,1,0,0.35,0,57.7,0,1,0,0,2300.0
21.7,0,0,1,0,0.29,0,34.3,0,1,1,0,2500.0
51.3,0,0,1,0,0.52,0,51.3,0,1,0,0,2700.0
42.9,0,0,1,0,0.17,0,47.8,0,1,1,0,2650.0
30.6,0,0,1,0,0.58,0,30.7,0,1,0,0,2150.0
43.1,0,0,1,0,0.21,0,32.0,0,1,0,0,2350.0
50.1,0,0,1,0,0.51,0,64.2,0,0,0,0,1850.0
39.6,0,0,1,0,0.43,0,30.9,0,1,0,0,2450.0
47.6,0,0,1,0,0.26,0,57.3,0,1,0,0,2550.0
42.7,0,0,1,0,0.47,0,27.9,0,1,0,0,2050.0
27.9,0,0,1,0,0.11,0,36.2,0,1,0,0,2150.0
32.4,0,0,1,0,0.15,0,47.2,0,0,0,0,1850.0
53.7,0,0,1,0,0.23,0,52.0,0,0,0,0,1800.0
36.8,0,0,1,0,0.33,0,62.1,0,1,0,0,2250.0
24.8,0,0,1,0,0.39,0,44.8,0,1,1,0,2600.0
25.1,0,0,1,0,0.36,0,40.8,0,0,0,0,1950.0
53.4,0,0,1,0,0.47,0,61.2,0,1,0,0,3000.0
29.4,0,0,1,0,0.31,0,62.2,0,1,1,0,2550.0
39.6,0,0,1,0,0.3,0,64.8,0,1,0,0,2500.0
37.2,0,0,1,0,0.53,0,27.4,0,1,0,0,2250.0
38.8,0,0,1,0,0.19,0,55.8,0,0,0,0,2200.0
35.5,0,0,1,0,0.24,0,49.4,0,1,1,0,2250.0
32.8,0,0,0,0,5.34,0,23.1,0,1,0,0,4050.0
14.1,0,0,0,0,3.45,0,51.6,0,1,0,0,4850.0
32.3,0,0,0,0,1.24,0,33.9,0,1,0,0,5000.0
40.7,0,0,0,0,4.22,0,10.0,0,0,0,0,3700.0
35.6,0,0,0,0,1.97,0,11.4,0,1,0,0,3850.0
18.4,0,0,0,0,4.23,0,21.1,0,1,0,0,4600.0
13.6,0,0,0,0,3.39,0,40.6,0,1,0,0,4900.0
14.6,0,0,0,0,0.99,0,48.7,0,1,1,0,5000.0
47.1,0,0,0,0,3.92,0,20.1,0,1,0,0,4800.0
36.2,0,0,0,0,5.1,0,22.1,0,1,1,0,5600.0
31.4,0,0,0,0,1.73,0,48.1,0,1,0,0,4700.0
18.0,0,0,0,0,5.99,0,27.2,0,1,0,0,3900.0
28.1,0,0,0,0,3.52,0,50.1,0,0,0,0,4100.0
48.8,0,0,0,0,3.26,0,16.2,0,0,0,0,3700.0
32.6,0,0,0,0,1.06,0,23.7,0,1,0,0,3750.0
13.3,0,0,0,0,5.02,0,20.6,0,0,0,0,3850.0
35.0,0,0,0,0,2.1,0,18.2,0,0,0,0,2800.0
42.4,0,0,0,0,4.58,0,23.2,0,1,0,0,5450.0
18.6,0,0,0,0,1.2,0,12.8,0,0,0,0,2400.0
42.3,0,0,0,0,1.32,0,30.8,0,1,0,0,4850.0
31.8,0,0,0,0,5.68,0,27.1,0,1,0,0,5800.0
34.7,0,0,0,0,1.08,0,18.2,0,1,1,0,4250.0
17.0,0,0,0,0,1.6,0,53.0,0,1,1,0,5100.0
24.6,0,0,0,0,4.82,0,26.4,0,0,0,0,3100.0
46.4,0,0,0,0,3.6,0,23.0,0,1,1,0,5450.0
29.8,0,0,0,0,4.13,0,17.3,0,1,0,0,4200.0
11.3,0,0,0,0,1.15,0,40.4,0,1,0,0,3800.0
33.3,0,0,0,0,2.36,0,32.8,0,1,0,0,4550.0
22.5,0,0,0,0,4.01,0,23.6,0,0,0,0,3100.0
45.1,0,0,0,0,5.59,0,38.9,0,0,0,0,3400.0
51.0,0,0,0,0,0.86,0,35.9,0,1,0,0,5200.0
28.5,0,0,0,0,1.04,0,43.9,0,0,0,0,3600.0
42.5,0,0,0,0,4.66,0,39.8,0,0,0,0,3700.0
39.7,0,0,0,0,4.94,0,30.5,0,0,0,0,4100.0
51.5,0,0,0,0,2.23,0,48.7,0,1,0,0,5600.0
46.2,0,0,0,0,3.74,0,19.7,0,1,0,0,4150.0
27.4,0,0,0,0,5.14,0,44.3,0,1,1,0,4450.0
22.5,0,0,0,0,2.88,0,17.5,0,1,1,0,5000.0
21.7,0,0,0,0,4.23,0,48.9,0,1,1,0,4700.0
26.6,0,0,0,0,0.76,0,50.2,0,1,0,0,4650.0
10.1,0,0,0,0,1.06,0,12.0,0,0,0,0,3150.0
44.4,0,0,0,0,3.29,0,14.0,0,1,0,0,4750.0
18.8,0,0,0,0,1.78,0,11.9,0,1,1,0,3900.0
41.7,0,0,0,0,1.42,0,11.1,0,1,0,0,4450.0
55.0,0,0,0,0,3.8,0,46.2,0,1,0,0,5500.0
47.4,0,0,0,0,0.58,0,41.5,0,0,0,0,3300.0
40.0,0,0,0,0,0.51,0,15.6,0,1,0,0,4450.0
11.9,0,0,0,0,4.92,0,37.5,0,1,0,0,4500.0
36.6,0,0,0,0,2.54,0,40.8,0,1,1,0,4800.0
47.4,0,0,0,0,1.58,0,44.3,0,1,0,0,5100.0
48.2,0,0,0,0,1.6,0,53.0,0,1,0,0,5800.0
14.3,0,0,0,0,5.68,0,51.9,0,0,0,0,3800.0
53.9,0,0,0,0,3.41,0,53.3,0,1,0,0,5100.0
44.1,0,0,0,0,2.39,0,30.3,0,1,0,0,4150.0
28.8,0,0,0,0,5.04,0,24.4,0,1,1,0,5750.0
37.0,0,0,0,0,1.24,0,29.1,0,1,1,0,4850.0
45.6,0,0,0,0,0.65,0,29.1,0,0,0,0,3300.0
18.2,0,0,0,0,5.59,0,38.8,0,1,1,0,4450.0
12.9,0,0,0,0,0.97,0,10.5,0,1,0,0,4050.0
22.0,0,0,0,0,1.68,0,28.0,0,1,0,0,4700.0
54.9,0,0,0,0,5.97,0,15.1,0,1,0,0,4650.0
18.4,0,0,0,0,2.2,0,21.2,0,1,0,0,4500.0
29.3,0,0,0,0,4.3,0,39.3,0,1,0,0,4950.0
34.6,0,0,0,0,5.25,0,53.0,0,1,0,0,5700.0
38.2,0,0,0,0,3.85,0,52.6,0,1,0,0,4950.0
24.7,0,0,0,0,4.9,0,36.5,0,1,1,0,4700.0
25.8,0,0,0,0,4.22,0,13.2,0,1,0,0,5200.0
24.7,0,0,0,0,0.44,0,37.0,0,1,0,0,4450.0
45.3,0,0,0,0,2.84,0,43.3,0,1,1,0,5950.0
35.7,0,0,0,0,2.19,0,45.2,0,1,0,0,4850.0
41.5,0,0,0,0,2.27,0,12.4,0,1,1,0,4800.0
29.3,0,0,0,0,3.05,0,49.7,0,1,0,0,4900.0
54.7,0,0,0,0,3.41,0,10.3,0,1,0,0,5400.0
30.0,0,0,0,0,4.89,0,45.4,0,1,0,0,4900.0
20.3,0,0,0,0,1.68,0,44.2,0,1,0,0,5450.0
40.2,0,0,0,0,2.22,0,41.3,0,1,0,0,4900.0
49.1,0,0,0,0,1.18,0,48.0,0,1,0,0,5400.0
20.9,0,0,0,0,4.56,0,23.2,0,1,1,0,5000.0
46.1,0,0,0,0,5.79,0,13.0,0,0,0,0,3800.0
22.0,0,0,0,0,1.69,0,50.2,0,1,1,0,5600.0
33.1,0,0,0,0,5.94,0,13.0,0,1,1,0,5700.0
30.3,0,0,0,0,3.99,0,45.3,0,1,0,0,4250.0
46.2,0,0,0,0,3.68,0,35.6,0,1,1,0,6500.0
21.4,0,0,0,0,5.23,0,20.5,0,0,0,0,3900.0
17.3,0,0,0,0,0.98,0,20.6,0,0,0,0,4150.0
42.0,0,0,0,0,1.22,0,35.1,0,1,1,0,5650.0
42.2,0,0,0,0,4.98,0,15.5,0,1,1,0,3950.0
45.4,0,0,0,0,4.69,0,22.4,0,1,1,0,5300.0
30.6,0,0,0,0,0.42,0,43.8,0,0,0,0,3300.0
53.8,0,0,0,0,0.92,0,40.1,0,1,0,0,4600.0
37.6,0,0,0,0,4.73,0,51.5,0,1,0,0,5250.0
17.2,0,0,0,0,3.36,0,37.3,0,1,0,0,4350.0
30.4,0,0,0,0,2.51,0,13.5,0,1,1,0,4550.0
27.1,0,0,0,0,5.19,0,23.6,0,0,0,0,3850.0
31.9,0,0,0,0,4.59,0,23.1,0,1,1,0,4550.0
52.3,0,0,0,0,1.19,0,29.6,0,0,0,0,3950.0
14.7,0,0,0,0,2.49,0,34.9,0,0,0,0,3700.0
42.0,0,0,0,0,0.75,0,10.8,0,1,0,0,4450.0
51.4,0,0,0,0,5.36,0,37.5,0,1,1,0,5750.0
16.1,0,0,0,0,5.63,0,28.9,0,0,0,0,3450.0
35.8,0,0,0,0,5.13,0,53.9,0,0,0,0,3800.0
12.4,0,0,0,0,0.58,0,35.6,0,1,0,0,4100.0
35.3,0,0,0,0,4.94,0,24.7,0,1,0,0,4950.0
53.0,0,0,0,0,4.5,0,44.5,0,0,0,0,3900.0
11.6,0,0,0,0,4.74,0,25.0,0,1,0,0,4250.0
25.2,0,0,0,0,0.74,0,51.3,0,0,0,0,4750.0
34.6,0,0,0,0,1.68,0,53.5,0,0,0,0,4450.0
46.7,0,0,0,0,2.6,0,51.7,0,1,1,0,6050.0
14.8,0,0,0,0,4.49,0,32.2,0,1,0,0,3650.0
16.4,0,0,0,0,2.89,0,46.2,0,1,0,0,4600.0
40.7,0,0,0,0,4.13,0,54.9,0,1,0,0,6200.0
15.0,0,0,0,0,1.43,0,19.7,0,0,0,0,2900.0
12.0,0,0,0,0,2.88,0,47.6,0,1,1,0,4100.0
12.2,0,0,0,0,4.19,0,54.2,0,1,1,0,4250.0
12.1,0,0,0,0,1.99,0,37.5,0,1,1,0,4050.0
25.6,0,0,0,0,4.24,0,43.8,0,1,1,0,5400.0
52.4,0,0,0,0,0.81,0,50.9,0,1,0,0,5250.0
35.7,0,0,0,0,5.79,0,23.0,0,1,1,0,5250.0
38.5,0,0,0,0,1.59,0,47.3,0,1,1,0,4800.0
19.8,0,0,0,0,0.93,0,20.0,0,1,0,0,4450.0
33.0,0,0,0,0,5.46,0,20.9,0,1,1,0,4750.0
24.5,0,0,0,0,1.36,0,35.5,0,1,0,0,4800.0
30.6,0,0,0,0,1.83,0,25.9,0,0,0,0,3850.0
18.1,0,0,0,0,0.95,0,29.4,0,0,0,0,3450.0
40.9,0,0,0,0,4.73,0,35.4,0,1,1,0,5950.0
41.9,0,0,0,0,5.54,0,43.8,0,1,0,0,4950.0
24.9,0,0,0,0,4.08,0,49.7,0,0,0,0,4600.0
38.1,0,0,0,0,4.11,0,47.7,0,1,1,0,5050.0
53.8,0,0,0,0,4.38,0,53.0,0,1,0,0,5100.0
32.4,0,0,0,0,5.3,0,48.3,0,1,0,0,4900.0
10.1,0,0,0,0,4.41,0,54.3,0,1,0,0,4500.0
39.3,0,0,0,0,4.22,0,54.6,0,0,0,0,3450.0
52.5,0,0,0,0,5.81,0,11.3,0,1,1,0,4200.0
26.5,0,0,0,0,5.11,0,35.1,0,0,0,0,3550.0
26.3,0,0,0,0,4.76,0,12.7,0,0,0,0,3450.0
35.5,0,0,0,0,3.79,0,25.5,0,1,1,0,5200.0
39.9,0,0,0,0,5.67,0,51.4,0,1,1,0,5350.0
43.3,0,0,0,0,1.74,0,51.9,0,1,0,0,6300.0
52.6,0,0,0,0,2.45,0,53.8,0,1,0,0,5050.0
48.2,0,0,0,0,2.49,0,33.8,0,1,1,0,5650.0
42.5,0,0,0,0,2.28,0,52.4,0,1,0,0,5400.0
29.4,0,0,0,0,1.39,0,50.8,0,1,1,0,4300.0
44.2,0,0,0,0,5.66,0,36.8,0,1,1,0,4850.0
22.0,0,0,0,0,2.0,0,27.3,0,0,0,0,3550.0
49.9,0,0,0,0,2.94,0,19.6,0,1,0,0,4100.0
51.4,0,0,0,0,2.46,0,16.4,0,1,1,0,4400.0
22.0,0,0,0,0,3.19,0,40.6,0,1,1,0,4750.0
20.0,0,0,0,0,3.63,0,30.0,0,1,1,0,5500.0
52.0,0,0,0,0,2.46,0,12.8,0,1,0,0,4200.0
15.4,0,0,0,0,5.82,0,11.2,0,1,1,0,5050.0
18.9,0,0,0,0,1.26,0,38.0,0,0,0,0,3300.0
42.4,0,0,0,0,5.4,0,53.5,0,1,1,0,5300.0
10.1,0,0,0,0,4.28,0,26.4,0,0,0,0,3000.0
27.9,0,0,0,0,2.97,0,50.8,0,1,1,0,5600.0
32.1,0,0,0,0,4.01,0,17.0,0,0,0,0,2650.0
51.5,0,0,0,0,1.85,0,44.3,0,1,1,0,5050.0
43.9,0,0,0,0,2.34,0,23.1,0,0,0,0,2950.0
27.0,0,0,0,0,5.96,0,46.9,0,1,0,0,4650.0
22.2,0,0,0,0,0.99,0,40.8,0,1,0,0,5350.0
19.9,0,0,0,0,0.72,0,27.3,0,0,0,0,2800.0
45.6,0,0,0,0,3.58,0,12.0,0,0,0,0,4250.0
24.8,0,0,0,0,4.15,0,22.2,0,1,1,0,4900.0
10.8,0,0,0,0,4.13,0,17.6,0,1,0,0,3900.0
50.8,0,0,0,0,3.57,0,37.9,0,1,1,0,5750.0
39.3,0,0,0,0,5.77,0,40.4,0,1,0,0,4650.0
19.1,0,0,0,0,2.54,0,37.1,0,1,1,0,5050.0
36.4,0,0,0,0,2.35,0,25.8,0,0,0,0,3050.0
28.9,0,0,0,0,2.13,0,35.3,0,1,0,0,4150.0
21.6,0,0,0,0,1.77,0,24.9,0,1,1,0,5050.0
14.9,0,0,0,0,1.17,0,38.6,0,1,1,0,5150.0
30.8,0,0,0,0,1.71,0,40.3,0,1,1,0,4800.0
28.6,0,0,0,0,2.25,0,29.6,0,1,0,0,5100.0
43.9,0,0,0,0,5.2,0,20.9,0,1,0,0,4500.0
20.1,0,0,0,0,1.12,0,36.7,0,1,0,0,4000.0
17.1,0,0,0,0,4.66,0,53.5,0,1,1,0,5300.0
26.7,0,0,0,0,5.21,0,31.3,0,1,1,0,4750.0
47.0,0,0,0,0,2.39,0,16.4,0,1,1,0,4350.0
38.3,0,0,0,0,3.51,0,47.8,0,1,0,0,5050.0
27.8,0,0,0,0,5.63,0,20.0,0,1,1,0,5150.0
18.8,0,0,0,0,2.68,0,30.6,0,1,1,0,4400.0
11.5,0,0,0,0,4.05,0,45.6,0,1,0,0,5250.0
12.9,0,0,0,0,2.09,0,21.9,0,0,0,0,3250.0
29.0,0,0,0,0,2.29,0,25.2,0,0,0,0,3900.0
24.9,0,0,0,0,1.54,0,35.8,0,1,1,0,4550.0
29.7,0,0,0,0,3.81,0,29.2,0,1,0,0,5100.0
46.7,0,0,0,0,1.92,0,17.7,0,0,0,0,3500.0
42.3,0,0,0,0,1.14,0,53.1,0,1,1,0,5400.0
24.5,0,0,0,0,4.81,0,21.7,0,1,0,0,3650.0
25.3,0,0,0,0,1.27,0,49.2,0,1,0,0,5550.0
21.2,0,0,0,0,5.67,0,18.4,0,0,0,0,2800.0
54.2,0,0,0,0,4.56,0,34.9,0,1,0,0,5000.0
36.9,0,0,0,0,3.87,0,25.9,0,1,1,0,5350.0
43.7,0,0,0,0,1.42,0,21.2,0,1,0,0,4050.0
43.3,0,0,0,0,1.49,0,10.1,0,0,0,0,3500.0
10.5,0,0,0,0,0.46,0,30.9,0,1,0,0,4800.0
27.9,0,0,0,0,5.71,0,38.6,0,1,1,0,5850.0
10.8,0,0,0,0,3.44,0,13.6,0,1,0,0,5150.0
19.8,0,0,0,0,4.64,0,16.8,0,1,0,0,4100.0
11.9,0,0,0,0,1.85,0,27.0,0,1,0,0,4650.0
35.8,0,0,0,0,5.19,0,48.3,0,1,0,0,4100.0
42.0,0,0,0,0,3.44,0,34.2,0,1,0,0,5450.0
23.9,0,0,0,0,5.09,0,23.8,0,1,0,0,4050.0
44.9,0,0,0,0,1.98,0,53.2,0,0,0,0,4500.0
42.2,0,0,0,0,0.82,0,29.6,0,1,1,0,4600.0
14.1,0,0,0,0,5.02,0,48.8,0,1,0,0,5300.0
12.6,0,0,0,0,0.52,0,49.4,0,1,1,0,4050.0
49.3,0,0,0,0,2.23,0,10.2,0,1,1,0,4050.0
12.7,0,0,0,0,1.32,0,27.9,0,1,0,0,3550.0
28.3,0,0,0,0,3.96,0,43.6,0,0,0,0,3900.0
34.8,0,0,0,0,5.85,0,53.4,0,1,0,0,4400.0
25.7,0,0,0,0,4.48,0,18.4,0,1,0,0,4550.0
29.0,0,0,0,0,3.66,0,38.3,0,1,0,0,4300.0
53.0,0,0,0,0,4.29,0,15.3,0,1,0,0,4350.0
54.6,0,0,0,0,2.59,0,47.0,0,1,0,0,5550.0
37.8,0,0,0,0,1.31,0,36.7,0,1,0,0,5050.0
22.1,0,0,0,0,2.71,0,31.4,0,1,0,0,3700.0
40.9,0,0,0,0,4.24,0,32.4,0,0,0,0,3050.0
20.9,0,0,0,0,3.93,0,47.8,0,1,0,0,4250.0
10.4,0,0,0,0,3.28,0,37.2,0,1,1,0,4750.0
23.0,0,0,0,0,5.1,0,37.1,0,1,0,0,4200.0
24.8,0,0,0,0,3.49,0,23.7,0,1,0,0,4150.0
51.2,0,0,0,0,4.21,0,12.1,0,1,0,0,4300.0
14.4,0,0,0,0,5.02,0,21.7,0,0,0,0,3800.0
39.4,0,0,0,0,5.32,0,33.9,0,0,0,0,4600.0
52.7,0,0,0,0,5.65,0,21.3,0,1,1,0,5350.0
16.4,0,0,0,0,5.5,0,45.0,0,1,0,0,4300.0
20.6,0,0,0,0,2.05,0,51.9,0,0,0,0,2800.0
37.0,0,0,0,0,5.01,0,24.7,0,1,1,0,6300.0
10.1,0,0,0,0,1.44,0,21.2,0,1,0,0,4100.0
44.8,0,0,0,0,1.78,0,34.1,0,1,1,0,5500.0
15.2,0,0,0,0,3.84,0,32.6,0,1,1,0,4800.0
22.1,0,0,0,0,1.6,0,20.4,0,0,0,0,3850.0
41.6,0,0,0,0,1.86,0,54.1,0,0,0,0,3650.0
29.0,0,0,0,0,1.53,0,49.3,0,0,0,0,4400.0
55.7,0,0,0,0,0.29,0,49.0,0,1,0,0,3750.0
41.7,0,0,0,0,0.3,0,65.3,0,1,0,0,3900.0
46.5,0,0,0,0,0.22,0,28.3,0,1,1,0,4350.0
44.0,0,0,0,0,0.29,0,52.7,0,1,0,0,4250.0
32.5,0,0,0,0,0.41,0,71.9,0,1,0,0,4000.0
53.9,0,0,0,0,0.31,0,31.3,0,1,0,0,3850.0
60.4,0,0,0,0,0.47,0,48.1,0,0,0,0,2800.0
64.2,0,0,0,0,0.17,0,30.2,0,1,1,0,4200.0
45.9,0,0,0,0,0.11,0,69.4,0,0,0,0,3600.0
26.7,0,0,0,0,0.47,0,68.1,0,1,1,0,4450.0
25.7,0,0,0,0,0.4,0,44.7,0,1,0,0,3500.0
